experience_level_code,job_title,job category code,salary_in_usd,salary_in_usd_code,remote_ratio,company_location,company_size,company_size_code
3,Data Engineer,2,165000,2,0,US,M,2
3,Data Engineer,2,165000,2,100,US,M,2
3,Data Engineer,2,165000,2,0,US,M,2
3,Data Engineer,2,165000,2,100,US,M,2
3,Data Engineer,2,166000,2,100,US,M,2
3,Data Engineer,2,166000,2,100,US,M,2
3,Data Engineer,2,167200,2,100,US,M,2
4,Data Engineer,2,167500,2,0,US,M,2
3,Data Engineer,2,167500,2,0,US,M,2
3,Data Engineer,2,167500,2,0,US,M,2
3,Data Engineer,2,167580,2,0,US,M,2
3,Data Engineer,2,167580,2,0,US,M,2
3,Data Engineer,2,168400,2,0,US,M,2
3,Data Engineer,2,170000,2,0,US,M,2
3,Data Engineer,2,170000,2,0,US,M,2
3,Data Engineer,2,170000,2,0,US,M,2
3,Data Engineer,2,170000,2,0,US,M,2
3,Data Engineer,2,170000,2,100,US,M,2
3,Data Engineer,2,170000,2,100,US,M,2
3,Data Engineer,2,170000,2,100,US,M,2
3,Data Engineer,2,171250,2,0,US,M,2
3,Data Engineer,2,172600,2,100,US,M,2
3,Data Engineer,2,172800,2,0,US,M,2
4,Data Engineer,2,175000,2,0,US,M,2
4,Data Engineer,2,175000,2,0,US,M,2
2,Data Engineer,2,175000,2,0,US,M,2
2,Data Engineer,2,175000,2,0,US,M,2
2,Data Engineer,2,175000,2,0,US,M,2
3,Data Engineer,2,175000,2,100,US,M,2
3,Data Engineer,2,175000,2,100,US,M,2
3,Data Engineer,2,175000,2,100,US,M,2
3,Data Engineer,2,175308,2,0,US,M,2
3,Data Engineer,2,176000,2,0,US,M,2
3,Data Engineer,2,178500,2,100,US,M,2
3,Data Engineer,2,178600,2,0,US,M,2
3,Data Engineer,2,179000,2,0,US,M,2
3,Data Engineer,2,179170,2,0,US,M,2
2,Data Engineer,2,180000,2,0,US,M,2
3,Data Engineer,2,180000,2,100,US,M,2
3,Data Engineer,2,180000,2,0,US,M,2
3,Data Engineer,2,180000,2,100,US,M,2
3,Data Engineer,2,180000,2,0,US,M,2
3,Data Engineer,2,180000,2,0,US,M,2
3,Data Engineer,2,180000,2,0,US,M,2
3,Data Engineer,2,182000,2,100,US,M,2
3,Data Engineer,2,182750,2,100,US,M,2
3,Data Engineer,2,183600,2,0,US,M,2
3,Data Engineer,2,185000,2,0,US,M,2
3,Data Engineer,2,185000,2,100,US,M,2
3,Data Engineer,2,185000,2,0,US,M,2
3,Data Engineer,2,185000,2,0,US,M,2
3,Data Engineer,2,185900,2,0,US,M,2
3,Data Engineer,2,185900,2,0,US,M,2
3,Data Engineer,2,185900,2,0,US,M,2
3,Data Engineer,2,187500,2,100,US,M,2
3,Data Engineer,2,190000,2,100,US,M,2
3,Data Engineer,2,192000,2,0,US,M,2
3,Data Engineer,2,193500,2,100,US,M,2
4,Data Engineer,2,194500,2,0,US,M,2
4,Data Engineer,2,196200,2,0,US,M,2
3,Data Engineer,2,199000,2,0,US,M,2
4,Data Engineer,2,200000,2,0,US,M,2
2,Data Engineer,2,200000,2,0,US,M,2
3,Data Engineer,2,200000,2,100,US,M,2
3,Data Engineer,2,200000,2,0,US,M,2
3,Data Engineer,2,200000,2,0,US,M,2
3,Data Engineer,2,200000,2,0,US,M,2
3,Data Engineer,2,201450,3,100,US,M,2
3,Data Engineer,2,202000,3,100,US,M,2
3,Data Engineer,2,202000,3,100,US,M,2
3,Data Engineer,2,203100,3,0,US,M,2
3,Data Engineer,2,203300,3,100,US,M,2
4,Data Engineer,2,205000,3,0,US,M,2
3,Data Engineer,2,205600,3,0,US,L,3
3,Data Engineer,2,205600,3,100,US,M,2
3,Data Engineer,2,205600,3,0,US,L,3
4,Data Engineer,2,207000,3,100,US,M,2
4,Data Engineer,2,210000,3,0,US,M,2
3,Data Engineer,2,210000,3,100,US,M,2
4,Data Engineer,2,210914,3,100,US,M,2
4,Data Engineer,2,210914,3,100,US,M,2
3,Data Engineer,2,213580,3,100,US,M,2
3,Data Engineer,2,217000,3,100,US,M,2
3,Data Engineer,2,219535,3,100,US,M,2
4,Data Engineer,2,220000,3,0,US,M,2
3,Data Engineer,2,220000,3,100,US,M,2
3,Data Engineer,2,220000,3,100,US,M,2
3,Data Engineer,2,220000,3,0,US,M,2
3,Data Engineer,2,221000,3,0,US,M,2
3,Data Engineer,2,221484,3,0,US,M,2
3,Data Engineer,2,222000,3,100,US,M,2
3,Data Engineer,2,223250,3,0,US,M,2
3,Data Engineer,2,225000,3,100,US,M,2
3,Data Engineer,2,225000,3,0,US,M,2
3,Data Engineer,2,225000,3,0,US,M,2
3,Data Engineer,2,226700,3,0,US,M,2
3,Data Engineer,2,226700,3,0,US,M,2
3,Data Engineer,2,226700,3,0,US,M,2
3,Data Engineer,2,226700,3,0,US,M,2
3,Data Engineer,2,226700,3,0,US,M,2
3,Data Engineer,2,229000,3,0,US,M,2
3,Data Engineer,2,230000,3,0,US,M,2
3,Data Engineer,2,230000,3,0,US,M,2
3,Data Engineer,2,231250,3,100,US,M,2
3,Data Engineer,2,231500,3,100,US,M,2
3,Data Engineer,2,232200,3,100,US,M,2
4,Data Engineer,2,235000,3,0,US,M,2
4,Data Engineer,2,235000,3,0,US,M,2
4,Data Engineer,2,236000,3,100,US,M,2
3,Data Engineer,2,236000,3,100,US,M,2
3,Data Engineer,2,237000,3,100,US,M,2
3,Data Engineer,2,238000,3,0,US,M,2
4,Data Engineer,2,239000,3,100,US,M,2
4,Data Engineer,2,239000,3,100,US,M,2
4,Data Engineer,2,239000,3,100,US,M,2
4,Data Engineer,2,239000,3,100,US,M,2
3,Data Engineer,2,240000,3,0,US,M,2
3,Data Engineer,2,240000,3,0,US,M,2
3,Data Engineer,2,240500,3,0,US,L,3
3,Data Engineer,2,240500,3,0,US,L,3
3,Data Engineer,2,241000,3,0,US,M,2
3,Data Engineer,2,241871,3,0,US,M,2
3,Data Engineer,2,247300,3,0,US,M,2
2,Data Engineer,2,250000,3,0,US,M,2
2,Data Engineer,2,250000,3,0,US,M,2
3,Data Engineer,2,250000,3,0,US,M,2
3,Data Engineer,2,250000,3,100,US,M,2
3,Data Engineer,2,250000,3,100,US,M,2
3,Data Engineer,2,250000,3,100,US,M,2
3,Data Engineer,2,250000,3,100,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,252000,3,0,US,M,2
3,Data Engineer,2,253200,3,0,US,M,2
3,Data Engineer,2,259000,3,100,US,M,2
3,Data Engineer,2,259000,3,100,US,M,2
2,Data Engineer,2,260000,3,0,US,M,2
3,Data Engineer,2,260000,3,0,US,M,2
4,Data Engineer,2,265000,3,0,US,M,2
3,Data Engineer,2,265000,3,0,US,M,2
3,Data Engineer,2,265000,3,100,US,M,2
3,Data Engineer,2,270703,3,0,US,M,2
3,Data Engineer,2,275000,3,0,US,M,2
3,Data Engineer,2,276000,3,100,US,M,2
4,Data Engineer,2,284000,3,100,US,M,2
4,Data Engineer,2,286000,3,100,US,M,2
3,Data Engineer,2,290000,3,100,US,M,2
3,Data Engineer,2,291500,3,0,US,M,2
3,Data Engineer,2,291500,3,0,US,M,2
3,Data Engineer,2,300000,3,0,US,M,2
3,Data Engineer,2,300000,3,0,US,M,2
4,Data Engineer,2,310000,4,100,US,M,2
4,Data Engineer,2,310000,4,100,US,M,2
4,Data Engineer,2,310000,4,100,US,M,2
4,Data Engineer,2,310000,4,100,US,M,2
3,Data Engineer,2,310000,4,0,US,M,2
3,Analytics Engineer,3,87000,1,0,US,M,2
3,Analytics Engineer,3,106000,2,0,US,M,2
3,Analytics Engineer,3,112000,2,100,US,M,2
3,Analytics Engineer,3,113000,2,100,US,M,2
3,Analytics Engineer,3,116450,2,0,US,M,2
3,Analytics Engineer,3,117100,2,100,US,M,2
3,Analytics Engineer,3,120000,2,100,US,M,2
3,Analytics Engineer,3,120000,2,0,US,M,2
3,Analytics Engineer,3,130000,2,0,US,M,2
3,Analytics Engineer,3,130000,2,100,US,M,2
3,Analytics Engineer,3,138750,2,100,US,M,2
3,Analytics Engineer,3,140000,2,0,US,M,2
3,Analytics Engineer,3,143200,2,0,US,M,2
3,Analytics Engineer,3,143860,2,0,US,M,2
3,Analytics Engineer,3,143860,2,0,US,M,2
3,Analytics Engineer,3,143860,2,0,US,M,2
3,Analytics Engineer,3,150000,2,100,US,M,2
3,Analytics Engineer,3,150000,2,0,US,M,2
3,Analytics Engineer,3,152500,2,0,US,M,2
3,Analytics Engineer,3,152900,2,100,US,M,2
4,Analytics Engineer,3,153000,2,100,US,M,2
2,Analytics Engineer,3,165000,2,0,US,M,2
3,Analytics Engineer,3,167000,2,0,US,M,2
3,Analytics Engineer,3,170000,2,100,US,M,2
3,Analytics Engineer,3,173000,2,100,US,M,2
3,Analytics Engineer,3,175000,2,0,US,M,2
3,Analytics Engineer,3,175000,2,100,US,M,2
3,Analytics Engineer,3,179820,2,0,US,M,2
3,Analytics Engineer,3,179820,2,0,US,M,2
3,Analytics Engineer,3,179820,2,0,US,M,2
3,Analytics Engineer,3,183500,2,100,US,M,2
2,Analytics Engineer,3,185700,2,0,US,M,2
3,Analytics Engineer,3,190000,2,100,US,M,2
3,Analytics Engineer,3,197000,2,0,US,M,2
3,Analytics Engineer,3,200000,2,100,US,M,2
3,Analytics Engineer,3,207000,3,0,US,M,2
3,Analytics Engineer,3,214000,3,0,US,M,2
3,Analytics Engineer,3,214200,3,0,US,M,2
4,Analytics Engineer,3,221000,3,100,US,M,2
3,Analytics Engineer,3,230000,3,0,US,M,2
3,Analytics Engineer,3,231250,3,100,US,M,2
3,Analytics Engineer,3,275300,3,100,US,M,2
3,Analytics Engineer,3,289800,3,0,US,M,2
3,Analytics Engineer,3,289800,3,0,US,M,2
2,Machine Learning Engineer,4,87000,1,0,US,M,2
2,Machine Learning Engineer,4,90000,1,0,US,M,2
3,Machine Learning Engineer,4,90700,1,0,US,M,2
3,Machine Learning Engineer,4,100000,1,0,US,M,2
3,Machine Learning Engineer,4,106900,2,0,US,M,2
3,Machine Learning Engineer,4,109400,2,0,US,M,2
3,Machine Learning Engineer,4,109400,2,0,US,M,2
3,Machine Learning Engineer,4,109400,2,0,US,M,2
3,Machine Learning Engineer,4,109400,2,0,US,M,2
2,Machine Learning Engineer,4,110000,2,100,US,L,3
3,Machine Learning Engineer,4,120000,2,100,US,M,2
3,Machine Learning Engineer,4,122700,2,0,US,M,2
3,Machine Learning Engineer,4,122700,2,0,US,M,2
3,Machine Learning Engineer,4,122700,2,0,US,M,2
3,Machine Learning Engineer,4,125000,2,0,US,M,2
3,Machine Learning Engineer,4,125000,2,0,US,M,2
3,Machine Learning Engineer,4,126000,2,0,US,M,2
3,Machine Learning Engineer,4,126000,2,0,US,M,2
3,Machine Learning Engineer,4,126000,2,0,US,M,2
3,Machine Learning Engineer,4,126000,2,0,US,M,2
2,Machine Learning Engineer,4,126277,2,0,US,M,2
3,Machine Learning Engineer,4,128280,2,0,US,M,2
2,Machine Learning Engineer,4,130000,2,0,US,M,2
3,Machine Learning Engineer,4,130000,2,0,US,M,2
3,Machine Learning Engineer,4,130000,2,0,US,M,2
3,Machine Learning Engineer,4,134500,2,0,US,L,3
2,Machine Learning Engineer,4,135000,2,50,US,L,3
3,Machine Learning Engineer,4,135000,2,0,US,M,2
3,Machine Learning Engineer,4,139500,2,0,US,M,2
3,Machine Learning Engineer,4,139500,2,0,US,M,2
3,Machine Learning Engineer,4,139500,2,0,US,M,2
3,Machine Learning Engineer,4,139500,2,0,US,M,2
2,Machine Learning Engineer,4,140000,2,100,US,M,2
3,Machine Learning Engineer,4,140000,2,100,US,M,2
3,Machine Learning Engineer,4,140000,2,100,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
3,Machine Learning Engineer,4,142200,2,0,US,M,2
2,Machine Learning Engineer,4,145000,2,0,US,M,2
3,Machine Learning Engineer,4,145000,2,0,US,M,2
1,Machine Learning Engineer,4,145885,2,0,US,M,2
3,Machine Learning Engineer,4,147000,2,0,US,M,2
3,Machine Learning Engineer,4,147100,2,0,US,M,2
2,Machine Learning Engineer,4,148500,2,0,US,M,2
2,Machine Learning Engineer,4,150000,2,0,US,M,2
2,Machine Learning Engineer,4,150000,2,100,US,M,2
3,Machine Learning Engineer,4,150000,2,0,US,M,2
3,Machine Learning Engineer,4,150000,2,100,US,M,2
3,Machine Learning Engineer,4,150000,2,100,US,M,2
3,Machine Learning Engineer,4,150000,2,100,US,M,2
3,Machine Learning Engineer,4,150000,2,0,US,M,2
3,Machine Learning Engineer,4,150000,2,0,US,M,2
2,Machine Learning Engineer,4,150450,2,100,US,M,2
3,Machine Learning Engineer,4,153088,2,100,US,M,2
3,Machine Learning Engineer,4,153090,2,0,US,M,2
3,Machine Learning Engineer,4,153400,2,0,US,M,2
3,Machine Learning Engineer,4,153400,2,0,US,M,2
3,Machine Learning Engineer,4,153400,2,0,US,M,2
1,Machine Learning Engineer,4,163196,2,0,US,M,2
3,Machine Learning Engineer,4,163800,2,0,US,M,2
3,Machine Learning Engineer,4,163800,2,0,US,M,2
3,Machine Learning Engineer,4,163800,2,0,US,M,2
3,Machine Learning Engineer,4,163800,2,0,US,M,2
3,Machine Learning Engineer,4,170000,2,0,US,M,2
3,Machine Learning Engineer,4,170000,2,0,US,M,2
3,Machine Learning Engineer,4,172200,2,0,US,M,2
3,Machine Learning Engineer,4,172200,2,0,US,M,2
3,Machine Learning Engineer,4,172200,2,0,US,M,2
3,Machine Learning Engineer,4,172200,2,0,US,M,2
3,Machine Learning Engineer,4,172200,2,0,US,M,2
2,Machine Learning Engineer,4,175000,2,0,US,M,2
2,Machine Learning Engineer,4,175000,2,100,US,M,2
3,Machine Learning Engineer,4,176100,2,0,US,L,3
2,Machine Learning Engineer,4,180000,2,100,US,M,2
3,Machine Learning Engineer,4,180000,2,100,US,M,2
3,Machine Learning Engineer,4,181000,2,0,US,M,2
3,Machine Learning Engineer,4,184000,2,100,US,M,2
3,Machine Learning Engineer,4,184000,2,0,US,M,2
3,Machine Learning Engineer,4,184700,2,0,US,M,2
3,Machine Learning Engineer,4,186000,2,100,US,M,2
3,Machine Learning Engineer,4,188800,2,100,US,M,2
3,Machine Learning Engineer,4,188800,2,100,US,M,2
3,Machine Learning Engineer,4,190000,2,0,US,M,2
3,Machine Learning Engineer,4,199000,2,100,US,M,2
2,Machine Learning Engineer,4,200000,2,0,US,M,2
3,Machine Learning Engineer,4,200000,2,0,US,M,2
3,Machine Learning Engineer,4,200000,2,100,US,M,2
3,Machine Learning Engineer,4,200000,2,100,US,M,2
3,Machine Learning Engineer,4,202353,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,204500,3,0,US,M,2
3,Machine Learning Engineer,4,212200,3,100,US,M,2
3,Machine Learning Engineer,4,216000,3,100,US,M,2
2,Machine Learning Engineer,4,219000,3,50,US,L,3
3,Machine Learning Engineer,4,220000,3,0,US,M,2
3,Machine Learning Engineer,4,220000,3,0,US,M,2
3,Machine Learning Engineer,4,240000,3,100,US,M,2
3,Machine Learning Engineer,4,241000,3,0,US,M,2
3,Machine Learning Engineer,4,247500,3,0,US,M,2
3,Machine Learning Engineer,4,247500,3,0,US,M,2
3,Machine Learning Engineer,4,247500,3,0,US,M,2
3,Machine Learning Engineer,4,247500,3,0,US,M,2
3,Machine Learning Engineer,4,247500,3,0,US,M,2
2,Machine Learning Engineer,4,250000,3,0,US,M,2
2,Machine Learning Engineer,4,250000,3,0,US,M,2
3,Machine Learning Engineer,4,257000,3,0,US,M,2
3,Machine Learning Engineer,4,261500,3,0,US,L,3
3,Machine Learning Engineer,4,276000,3,0,US,M,2
2,Machine Learning Engineer,4,280700,3,100,US,M,2
3,Machine Learning Engineer,4,283200,3,100,US,M,2
3,Machine Learning Engineer,4,284310,3,0,US,M,2
3,Machine Learning Engineer,4,288000,3,100,US,M,2
3,Machine Learning Engineer,4,288000,3,100,US,M,2
3,Machine Learning Engineer,4,289076,3,0,US,M,2
2,Machine Learning Engineer,4,300000,3,0,US,M,2
3,Machine Learning Engineer,4,304000,4,100,US,M,2
3,Machine Learning Engineer,4,318300,4,100,US,M,2
3,Machine Learning Engineer,4,318300,4,100,US,M,2
3,Machine Learning Engineer,4,323300,4,0,US,M,2
3,Machine Learning Engineer,4,342300,4,0,US,L,3
2,Machine Learning Infrastructure Engineer,4,171600,2,0,US,M,2
3,Machine Learning Infrastructure Engineer,4,171600,2,0,US,M,2
2,Machine Learning Infrastructure Engineer,4,205920,3,0,US,M,2
3,Machine Learning Infrastructure Engineer,4,205920,3,0,US,M,2
3,Machine Learning Software Engineer,4,90000,1,0,US,M,2
3,Machine Learning Software Engineer,4,170000,2,0,US,M,2
3,Machine Learning Software Engineer,4,180000,2,0,US,M,2
3,Machine Learning Software Engineer,4,272000,3,0,US,M,2
3,ML Engineer,4,135000,2,0,US,M,2
2,ML Engineer,4,147000,2,0,US,M,2
3,ML Engineer,4,150000,2,0,US,M,2
2,ML Engineer,4,160000,2,0,US,M,2
3,ML Engineer,4,200000,2,0,US,M,2
3,ML Engineer,4,202353,3,0,US,M,2
3,ML Engineer,4,203500,3,100,US,M,2
3,ML Engineer,4,220000,3,0,US,M,2
3,ML Engineer,4,234100,3,100,US,M,2
3,ML Engineer,4,289076,3,0,US,M,2
2,Data Scientist,5,51962,1,100,US,M,2
3,Data Scientist,5,70000,1,0,US,M,2
3,Data Scientist,5,70000,1,0,US,M,2
3,Data Scientist,5,70000,1,0,US,M,2
1,Data Scientist,5,71907,1,100,US,M,2
1,Data Scientist,5,74540,1,0,US,M,2
3,Data Scientist,5,78000,1,0,US,M,2
3,Data Scientist,5,82365,1,0,US,M,2
3,Data Scientist,5,82365,1,0,US,M,2
3,Data Scientist,5,82365,1,0,US,M,2
2,Data Scientist,5,82920,1,100,US,M,2
3,Data Scientist,5,83270,1,100,US,M,2
3,Data Scientist,5,84000,1,100,US,M,2
3,Data Scientist,5,84000,1,100,US,M,2
2,Data Scientist,5,90000,1,0,US,M,2
3,Data Scientist,5,90000,1,100,US,M,2
3,Data Scientist,5,90000,1,100,US,M,2
3,Data Scientist,5,90700,1,0,US,M,2
3,Data Scientist,5,90700,1,0,US,M,2
2,Data Scientist,5,93918,1,100,US,M,2
2,Data Scientist,5,97750,1,100,US,M,2
4,Data Scientist,5,100000,1,0,US,M,2
2,Data Scientist,5,100000,1,0,US,M,2
2,Data Scientist,5,100000,1,0,US,M,2
3,Data Scientist,5,100000,1,100,US,M,2
3,Data Scientist,5,102500,2,100,US,M,2
3,Data Scientist,5,104000,2,100,US,M,2
3,Data Scientist,5,104000,2,100,US,M,2
3,Data Scientist,5,104000,2,100,US,M,2
3,Data Scientist,5,104650,2,100,US,M,2
2,Data Scientist,5,105000,2,0,US,M,2
3,Data Scientist,5,105000,2,0,US,M,2
3,Data Scientist,5,105000,2,0,US,M,2
3,Data Scientist,5,105000,2,0,US,M,2
3,Data Scientist,5,105200,2,0,US,M,2
2,Data Scientist,5,106250,2,0,US,M,2
1,Data Scientist,5,110000,2,50,US,S,1
3,Data Scientist,5,110000,2,100,US,M,2
3,Data Scientist,5,110000,2,100,US,M,2
3,Data Scientist,5,110000,2,100,US,M,2
3,Data Scientist,5,110500,2,100,US,M,2
3,Data Scientist,5,115000,2,0,US,M,2
3,Data Scientist,5,115000,2,100,US,M,2
2,Data Scientist,5,115360,2,100,US,M,2
3,Data Scientist,5,115440,2,0,US,M,2
2,Data Scientist,5,116990,2,100,US,M,2
1,Data Scientist,5,120000,2,0,US,M,2
2,Data Scientist,5,120000,2,0,US,M,2
2,Data Scientist,5,120000,2,0,US,M,2
3,Data Scientist,5,120000,2,0,US,M,2
3,Data Scientist,5,120000,2,0,US,M,2
3,Data Scientist,5,120000,2,0,US,M,2
3,Data Scientist,5,120000,2,0,US,M,2
3,Data Scientist,5,120000,2,0,US,M,2
3,Data Scientist,5,120000,2,0,US,M,2
3,Data Scientist,5,122000,2,0,US,M,2
3,Data Scientist,5,122000,2,0,US,M,2
3,Data Scientist,5,122700,2,0,US,M,2
3,Data Scientist,5,122900,2,0,US,L,3
3,Data Scientist,5,123900,2,100,US,M,2
1,Data Scientist,5,124234,2,0,US,M,2
3,Data Scientist,5,126000,2,0,US,M,2
3,Data Scientist,5,126500,2,0,US,M,2
2,Data Scientist,5,128750,2,0,US,M,2
3,Data Scientist,5,129300,2,0,US,M,2
3,Data Scientist,5,129300,2,0,US,M,2
3,Data Scientist,5,129300,2,0,US,M,2
3,Data Scientist,5,129300,2,0,US,M,2
3,Data Scientist,5,129300,2,0,US,M,2
3,Data Scientist,5,129300,2,0,US,M,2
2,Data Scientist,5,130000,2,0,US,M,2
3,Data Scientist,5,130000,2,100,US,M,2
3,Data Scientist,5,130000,2,100,US,M,2
1,Data Scientist,5,130001,2,100,US,M,2
3,Data Scientist,5,132000,2,100,US,M,2
3,Data Scientist,5,133200,2,100,US,M,2
3,Data Scientist,5,134000,2,0,US,M,2
3,Data Scientist,5,134000,2,0,US,M,2
3,Data Scientist,5,134024,2,0,US,M,2
3,Data Scientist,5,134236,2,0,US,M,2
3,Data Scientist,5,135000,2,0,US,M,2
3,Data Scientist,5,135000,2,0,US,M,2
3,Data Scientist,5,135000,2,100,US,M,2
3,Data Scientist,5,135000,2,100,US,M,2
3,Data Scientist,5,136000,2,0,US,M,2
3,Data Scientist,5,136000,2,100,US,M,2
3,Data Scientist,5,136000,2,100,US,M,2
3,Data Scientist,5,136000,2,100,US,M,2
3,Data Scientist,5,138784,2,100,US,M,2
3,Data Scientist,5,139000,2,100,US,M,2
3,Data Scientist,5,139500,2,0,US,M,2
2,Data Scientist,5,140000,2,100,US,M,2
3,Data Scientist,5,140000,2,0,US,M,2
3,Data Scientist,5,140000,2,100,US,M,2
3,Data Scientist,5,140000,2,0,US,M,2
3,Data Scientist,5,140000,2,0,US,M,2
3,Data Scientist,5,140000,2,100,US,M,2
3,Data Scientist,5,140000,2,0,US,M,2
3,Data Scientist,5,140000,2,0,US,M,2
3,Data Scientist,5,140000,2,0,US,M,2
3,Data Scientist,5,140800,2,0,US,M,2
3,Data Scientist,5,144000,2,100,US,M,2
4,Data Scientist,5,145000,2,0,US,M,2
4,Data Scientist,5,145000,2,0,US,M,2
4,Data Scientist,5,145000,2,0,US,M,2
2,Data Scientist,5,145000,2,0,US,M,2
2,Data Scientist,5,145000,2,0,US,M,2
3,Data Scientist,5,145000,2,0,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,145000,2,100,US,M,2
3,Data Scientist,5,146000,2,0,US,M,2
3,Data Scientist,5,147100,2,0,US,M,2
3,Data Scientist,5,147100,2,0,US,M,2
3,Data Scientist,5,148750,2,0,US,M,2
3,Data Scientist,5,148750,2,0,US,M,2
3,Data Scientist,5,149076,2,0,US,M,2
3,Data Scientist,5,149076,2,0,US,M,2
3,Data Scientist,5,149076,2,0,US,M,2
2,Data Scientist,5,150000,2,100,US,M,2
2,Data Scientist,5,150000,2,100,US,M,2
3,Data Scientist,5,150000,2,0,US,M,2
3,Data Scientist,5,150000,2,0,US,M,2
3,Data Scientist,5,150000,2,0,US,M,2
3,Data Scientist,5,150000,2,0,US,M,2
3,Data Scientist,5,150000,2,0,US,M,2
2,Data Scientist,5,151410,2,100,US,M,2
3,Data Scientist,5,152000,2,0,US,M,2
3,Data Scientist,5,152000,2,0,US,M,2
3,Data Scientist,5,153300,2,0,US,M,2
3,Data Scientist,5,153400,2,0,US,M,2
3,Data Scientist,5,154000,2,0,US,M,2
3,Data Scientist,5,154600,2,100,US,M,2
3,Data Scientist,5,155000,2,0,US,M,2
3,Data Scientist,5,155000,2,0,US,M,2
3,Data Scientist,5,156000,2,100,US,M,2
3,Data Scientist,5,156400,2,0,US,M,2
3,Data Scientist,5,156400,2,0,US,M,2
3,Data Scientist,5,156400,2,100,US,M,2
3,Data Scientist,5,156400,2,100,US,M,2
3,Data Scientist,5,156400,2,0,US,M,2
3,Data Scientist,5,156400,2,100,US,M,2
3,Data Scientist,5,156400,2,0,US,M,2
3,Data Scientist,5,157750,2,100,US,M,2
3,Data Scientist,5,158677,2,100,US,M,2
3,Data Scientist,5,159832,2,0,US,M,2
3,Data Scientist,5,159832,2,0,US,M,2
3,Data Scientist,5,160000,2,0,US,M,2
3,Data Scientist,5,160000,2,0,US,M,2
3,Data Scientist,5,160000,2,0,US,M,2
3,Data Scientist,5,160000,2,0,US,M,2
3,Data Scientist,5,160000,2,100,US,M,2
3,Data Scientist,5,160000,2,0,US,M,2
3,Data Scientist,5,162000,2,0,US,M,2
3,Data Scientist,5,162500,2,0,US,M,2
3,Data Scientist,5,162500,2,0,US,M,2
2,Data Scientist,5,165000,2,0,US,M,2
3,Data Scientist,5,165000,2,0,US,M,2
3,Data Scientist,5,165000,2,100,US,M,2
3,Data Scientist,5,165000,2,0,US,M,2
3,Data Scientist,5,168000,2,100,US,M,2
3,Data Scientist,5,168400,2,0,US,M,2
2,Data Scientist,5,170000,2,0,US,M,2
3,Data Scientist,5,170000,2,0,US,M,2
3,Data Scientist,5,170000,2,0,US,M,2
3,Data Scientist,5,170000,2,0,US,M,2
3,Data Scientist,5,170000,2,100,US,M,2
3,Data Scientist,5,170000,2,0,US,M,2
3,Data Scientist,5,170000,2,100,US,M,2
3,Data Scientist,5,170000,2,100,US,M,2
3,Data Scientist,5,170000,2,100,US,M,2
3,Data Scientist,5,170730,2,0,US,M,2
3,Data Scientist,5,172000,2,0,US,M,2
3,Data Scientist,5,172100,2,0,US,M,2
3,Data Scientist,5,172500,2,100,US,M,2
3,Data Scientist,5,173000,2,100,US,M,2
3,Data Scientist,5,175000,2,100,US,M,2
3,Data Scientist,5,175000,2,100,US,M,2
3,Data Scientist,5,175000,2,100,US,M,2
3,Data Scientist,5,175000,2,100,US,M,2
3,Data Scientist,5,175000,2,0,US,M,2
3,Data Scientist,5,175000,2,0,US,M,2
3,Data Scientist,5,175000,2,0,US,M,2
3,Data Scientist,5,175000,2,100,US,M,2
3,Data Scientist,5,175000,2,0,US,M,2
2,Data Scientist,5,180000,2,100,US,M,2
